Date,Index Category,Sub Category,Region,Plow,Index,Phigh,UID
7/1/2021,Proppant,100-Mesh,Appalachian,53.08989073,59.74795279,62.58657886,1218122107
1/1/2018,Proppant,40/70,Appalachian,84.59302326,100,102.6511628,1218131801
2/1/2018,Proppant,40/70,Appalachian,85.24709302,100.0726744,102.7412791,1218131802
3/1/2018,Proppant,40/70,Appalachian,84.21148256,100.1271802,103.21875,1218131803
4/1/2018,Proppant,40/70,Appalachian,84.52489099,99.95003634,102.4867369,1218131804
5/1/2018,Proppant,40/70,Appalachian,83.45180778,98.50903888,101.9377271,1218131805
6/1/2018,Proppant,40/70,Appalachian,83.73711165,98.30038381,101.5259697,1218131806
7/1/2018,Proppant,40/70,Appalachian,84.1691128,98.79796228,101.2171517,1218131807
8/1/2018,Proppant,40/70,Appalachian,84.27509042,97.20893682,100.9855382,1218131808
9/1/2018,Proppant,40/70,Appalachian,85.00864339,96.23519099,100.8118281,1218131809
10/1/2018,Proppant,40/70,Appalachian,83.37857557,94.9816258,99.5914292,1218131810
11/1/2018,Proppant,40/70,Appalachian,82.1560247,94.04145191,98.24008353,1218131811
12/1/2018,Proppant,40/70,Appalachian,79.93097201,91.24329823,95.48238823,1218131812
1/1/2019,Proppant,40/70,Appalachian,78.2621825,88.0545667,92.32400047,1218131901
2/1/2019,Proppant,40/70,Appalachian,72.23806129,84.57290177,87.7749771,1218131902
3/1/2019,Proppant,40/70,Appalachian,67.71997039,77.99362981,84.36320957,1218131903
4/1/2019,Proppant,40/70,Appalachian,65.35393128,74.84696655,81.80438392,1218131904
5/1/2019,Proppant,40/70,Appalachian,63.57940195,72.4869691,79.88526468,1218131905
6/1/2019,Proppant,40/70,Appalachian,62.24850495,71.80708729,78.44592526,1218131906
7/1/2019,Proppant,40/70,Appalachian,61.2503322,71.73322244,77.36642069,1218131907
8/1/2019,Proppant,40/70,Appalachian,60.9813538,71.2417773,76.55679226,1218131908
9/1/2019,Proppant,40/70,Appalachian,60.99764326,71.09121669,75.94957094,1218131909
10/1/2019,Proppant,40/70,Appalachian,60.13776733,70.54224973,74.62206193,1218131910
11/1/2019,Proppant,40/70,Appalachian,59.71088363,70.13052451,73.84445342,1218131911
12/1/2019,Proppant,40/70,Appalachian,60.04479063,69.82173059,72.82520053,1218131912
1/1/2020,Proppant,40/70,Appalachian,61.38533716,68.71804213,71.62471435,1218132001
2/1/2020,Proppant,40/70,Appalachian,62.39074706,67.89027578,70.50632646,1218132002
3/1/2020,Proppant,40/70,Appalachian,63.14480448,67.26945102,69.66753554,1218132003
4/1/2020,Proppant,40/70,Appalachian,62.83825452,66.80383245,70.12855863,1218132004
