Date,Index Category,Sub Category,Region,Index_y,Index_x,Change
1/1/2021,Chemical,Corrosion Inhibitor,Denver Julesburg,117.6174044,108.1351157,-8.768926392335656
2/1/2021,Chemical,Corrosion Inhibitor,Denver Julesburg,115.6934867,109.4985802,-5.657522215068856
3/1/2021,Chemical,Corrosion Inhibitor,Denver Julesburg,117.522459,110.5893519,-6.269235673131747
4/1/2021,Chemical,Corrosion Inhibitor,Denver Julesburg,118.9856368,110.6956196,-7.489020098497189
5/1/2021,Chemical,Corrosion Inhibitor,Denver Julesburg,116.7880726,111.2915335,-4.938865452869338
6/1/2021,Chemical,Corrosion Inhibitor,Denver Julesburg,112.9723726,110.858835,-1.9065125481428709
1/1/2018,Chemical,Surfactant,Denver Julesburg,100.0,100.0,0.0
2/1/2018,Chemical,Surfactant,Denver Julesburg,99.99600818,99.99600818,0.0
3/1/2018,Chemical,Surfactant,Denver Julesburg,98.48989571,98.48989571,0.0
4/1/2018,Chemical,Surfactant,Denver Julesburg,100.3028192,100.3028192,0.0
5/1/2018,Chemical,Surfactant,Denver Julesburg,100.2262881,100.2262881,0.0
6/1/2018,Chemical,Surfactant,Denver Julesburg,100.1650632,100.1650632,0.0
7/1/2018,Chemical,Surfactant,Denver Julesburg,100.1160833,100.1160833,0.0
8/1/2018,Chemical,Surfactant,Denver Julesburg,100.0768994,100.0768994,0.0
9/1/2018,Chemical,Surfactant,Denver Julesburg,100.0455522,100.0455522,0.0
10/1/2018,Chemical,Surfactant,Denver Julesburg,100.0204745,100.0204745,0.0
11/1/2018,Chemical,Surfactant,Denver Julesburg,101.5272823,101.5272823,0.0
12/1/2018,Chemical,Surfactant,Denver Julesburg,102.7327285,102.7327285,0.0
1/1/2019,Chemical,Surfactant,Denver Julesburg,102.1702155,102.1702155,0.0
2/1/2019,Chemical,Surfactant,Denver Julesburg,101.7202051,101.7202051,0.0
3/1/2019,Chemical,Surfactant,Denver Julesburg,102.8870668,102.8870668,0.0
4/1/2019,Chemical,Surfactant,Denver Julesburg,102.2936861,102.2936861,0.0
5/1/2019,Chemical,Surfactant,Denver Julesburg,101.8189816,101.8189816,0.0
6/1/2019,Chemical,Surfactant,Denver Julesburg,101.439218,101.439218,0.0
7/1/2019,Chemical,Surfactant,Denver Julesburg,101.1354072,101.1354072,0.0
8/1/2019,Chemical,Surfactant,Denver Julesburg,105.0687968,105.0687968,0.0
9/1/2019,Chemical,Surfactant,Denver Julesburg,104.0390702,104.0390702,0.0
10/1/2019,Chemical,Surfactant,Denver Julesburg,102.9907492,102.9907492,0.0
11/1/2019,Chemical,Surfactant,Denver Julesburg,102.1520924,102.1520924,0.0
12/1/2019,Chemical,Surfactant,Denver Julesburg,101.4811669,101.4811669,0.0
1/1/2020,Chemical,Surfactant,Denver Julesburg,100.9444266,100.9444266,0.0
2/1/2020,Chemical,Surfactant,Denver Julesburg,99.07798027,99.07798027,0.0
3/1/2020,Chemical,Surfactant,Denver Julesburg,98.02492101,98.02492101,0.0
4/1/2020,Chemical,Surfactant,Denver Julesburg,97.18247361,97.18247361,0.0
5/1/2020,Chemical,Surfactant,Denver Julesburg,100.1999483,100.1999483,0.0
6/1/2020,Chemical,Surfactant,Denver Julesburg,103.5120867,103.5120867,0.0
7/1/2020,Chemical,Surfactant,Denver Julesburg,105.2636388,105.2636388,0.0
8/1/2020,Chemical,Surfactant,Denver Julesburg,104.8685628,104.8685628,0.0
9/1/2020,Chemical,Surfactant,Denver Julesburg,104.3638887,104.3638887,0.0
10/1/2020,Chemical,Surfactant,Denver Julesburg,105.0469216,105.0469216,0.0
11/1/2020,Chemical,Surfactant,Denver Julesburg,102.0007127,102.0007127,0.0
12/1/2020,Chemical,Surfactant,Denver Julesburg,99.43800346,99.43800346,0.0
1/1/2021,Chemical,Surfactant,Denver Julesburg,96.39087979,95.26818132,-1.1784611130855196
2/1/2021,Chemical,Surfactant,Denver Julesburg,96.09978032,96.59376765,0.5114070421084875
3/1/2021,Chemical,Surfactant,Denver Julesburg,97.01923846,95.25315892,-1.854090258028361
4/1/2021,Chemical,Surfactant,Denver Julesburg,97.75480497,94.22757579,-3.7433088460865642
5/1/2021,Chemical,Surfactant,Denver Julesburg,98.34325818,94.17619931,-4.424747335877601
6/1/2021,Chemical,Surfactant,Denver Julesburg,98.81402074,94.55231134,-4.507250367127832
1/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,100.0,100.0,0.0
2/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,99.4269341,99.4269341,0.0
3/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,99.82808023,99.82808023,0.0
4/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,100.1489971,100.1489971,0.0
5/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,100.4057307,100.4057307,0.0
6/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,100.6111175,100.6111175,0.0
7/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,100.7754269,100.7754269,0.0
8/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,100.9068745,100.9068745,0.0
9/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,101.0120326,101.0120326,0.0
10/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,97.22796415,97.22796415,0.0
11/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,95.49010771,95.49010771,0.0
12/1/2018,Chemical,Scale Inhibitor,Denver Julesburg,94.09982256,94.09982256,0.0
1/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,92.98759444,92.98759444,0.0
2/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,94.16084919,94.16084919,0.0
3/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,93.03641574,93.03641574,0.0
4/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,94.19990623,94.19990623,0.0
5/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,96.84989633,96.84989633,0.0
6/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,100.6890861,100.6890861,0.0
7/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,103.3306385,103.3306385,0.0
8/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,106.7332787,106.7332787,0.0
9/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,111.1745886,111.1745886,0.0
10/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,119.0256308,119.0256308,0.0
11/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,125.3064645,125.3064645,0.0
12/1/2019,Chemical,Scale Inhibitor,Denver Julesburg,130.3311315,130.3311315,0.0
1/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,134.3508651,134.3508651,0.0
2/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,137.5666519,137.5666519,0.0
3/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,140.1392814,140.1392814,0.0
4/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,142.197385,142.197385,0.0
5/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,143.8438679,143.8438679,0.0
6/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,140.8630599,140.8630599,0.0
7/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,138.4784136,138.4784136,0.0
8/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,137.4302953,137.4302953,0.0
9/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,132.2938065,132.2938065,0.0
10/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,127.3250165,127.3250165,0.0
11/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,117.3327926,117.3327926,0.0
12/1/2020,Chemical,Scale Inhibitor,Denver Julesburg,110.6284117,110.6284117,0.0
1/1/2021,Chemical,Scale Inhibitor,Denver Julesburg,105.6947065,105.6947065,0.0
2/1/2021,Chemical,Scale Inhibitor,Denver Julesburg,101.7477422,98.22338694,-3.5881019478109306
3/1/2021,Chemical,Scale Inhibitor,Denver Julesburg,98.59017087,103.4211164,4.6711403803798115
4/1/2021,Chemical,Scale Inhibitor,Denver Julesburg,96.06411377,101.3042284,5.172651440875091
5/1/2021,Chemical,Scale Inhibitor,Denver Julesburg,94.04326809,100.0691707,6.021737332135204
6/1/2021,Chemical,Scale Inhibitor,Denver Julesburg,95.34922766,101.5981718,6.150646246175864
1/1/2018,Chemical,Acid,Denver Julesburg,100.0,100.0,0.0
2/1/2018,Chemical,Acid,Denver Julesburg,97.64705882,97.64705882,0.0
3/1/2018,Chemical,Acid,Denver Julesburg,97.52941176,97.52941176,0.0
4/1/2018,Chemical,Acid,Denver Julesburg,100.9647059,100.9647059,0.0
5/1/2018,Chemical,Acid,Denver Julesburg,126.8305882,126.8305882,0.0
6/1/2018,Chemical,Acid,Denver Julesburg,131.288,131.288,0.0
7/1/2018,Chemical,Acid,Denver Julesburg,134.8539294,134.8539294,0.0
8/1/2018,Chemical,Acid,Denver Julesburg,140.3537318,140.3537318,0.0
9/1/2018,Chemical,Acid,Denver Julesburg,172.2829854,172.2829854,0.0
10/1/2018,Chemical,Acid,Denver Julesburg,197.8263883,197.8263883,0.0
11/1/2018,Chemical,Acid,Denver Julesburg,218.2611107,218.2611107,0.0
12/1/2018,Chemical,Acid,Denver Julesburg,234.6088885,234.6088885,0.0
1/1/2019,Chemical,Acid,Denver Julesburg,231.8047579,231.8047579,0.0
2/1/2019,Chemical,Acid,Denver Julesburg,238.9143945,238.9143945,0.0
3/1/2019,Chemical,Acid,Denver Julesburg,244.6021039,244.6021039,0.0
4/1/2019,Chemical,Acid,Denver Julesburg,248.6228596,248.6228596,0.0
5/1/2019,Chemical,Acid,Denver Julesburg,251.8394641,251.8394641,0.0
6/1/2019,Chemical,Acid,Denver Julesburg,239.7656889,239.7656889,0.0
7/1/2019,Chemical,Acid,Denver Julesburg,230.1066688,230.1066688,0.0
8/1/2019,Chemical,Acid,Denver Julesburg,228.2029821,228.2029821,0.0
9/1/2019,Chemical,Acid,Denver Julesburg,230.2094445,230.2094445,0.0
10/1/2019,Chemical,Acid,Denver Julesburg,233.2263791,233.2263791,0.0
11/1/2019,Chemical,Acid,Denver Julesburg,248.3458092,248.3458092,0.0
12/1/2019,Chemical,Acid,Denver Julesburg,255.1472356,255.1472356,0.0
1/1/2020,Chemical,Acid,Denver Julesburg,239.9413179,239.9413179,0.0
2/1/2020,Chemical,Acid,Denver Julesburg,240.4824661,240.4824661,0.0
3/1/2020,Chemical,Acid,Denver Julesburg,243.5624434,243.5624434,0.0
4/1/2020,Chemical,Acid,Denver Julesburg,241.6146606,241.6146606,0.0
5/1/2020,Chemical,Acid,Denver Julesburg,244.4681991,244.4681991,0.0
6/1/2020,Chemical,Acid,Denver Julesburg,239.6922063,239.6922063,0.0
7/1/2020,Chemical,Acid,Denver Julesburg,239.1067062,239.1067062,0.0
8/1/2020,Chemical,Acid,Denver Julesburg,238.8343846,238.8343846,0.0
9/1/2020,Chemical,Acid,Denver Julesburg,226.3616253,226.3616253,0.0
10/1/2020,Chemical,Acid,Denver Julesburg,229.618712,229.618712,0.0
11/1/2020,Chemical,Acid,Denver Julesburg,211.2243814,211.2243814,0.0
12/1/2020,Chemical,Acid,Denver Julesburg,196.5089169,193.6853875,-1.4577916467756311
1/1/2021,Chemical,Acid,Denver Julesburg,184.7365453,178.4188982,-3.5409069127409216
2/1/2021,Chemical,Acid,Denver Julesburg,178.0715892,167.9704127,-6.013664155270607
3/1/2021,Chemical,Acid,Denver Julesburg,172.7396243,171.4351537,-0.7609119669135875
4/1/2021,Chemical,Acid,Denver Julesburg,168.4740524,161.5402798,-4.292287105472747
5/1/2021,Chemical,Acid,Denver Julesburg,162.3086536,158.1276487,-2.64406948081054
6/1/2021,Chemical,Acid,Denver Julesburg,157.3763347,158.1276487,0.4751313297685225
1/1/2018,Chemical,Breaker,Denver Julesburg,100.0,100.0,0.0
2/1/2018,Chemical,Breaker,Denver Julesburg,100.0,100.0,0.0
3/1/2018,Chemical,Breaker,Denver Julesburg,100.0,100.0,0.0
4/1/2018,Chemical,Breaker,Denver Julesburg,100.0,100.0,0.0
5/1/2018,Chemical,Breaker,Denver Julesburg,100.0,100.0,0.0
6/1/2018,Chemical,Breaker,Denver Julesburg,100.0,100.0,0.0
7/1/2018,Chemical,Breaker,Denver Julesburg,96.92307692,96.92307692,0.0
8/1/2018,Chemical,Breaker,Denver Julesburg,92.92307692,92.92307692,0.0
9/1/2018,Chemical,Breaker,Denver Julesburg,86.64615385,86.64615385,0.0
10/1/2018,Chemical,Breaker,Denver Julesburg,79.31692308,79.31692308,0.0
11/1/2018,Chemical,Breaker,Denver Julesburg,73.45353846,73.45353846,0.0
12/1/2018,Chemical,Breaker,Denver Julesburg,68.76283077,68.76283077,0.0
1/1/2019,Chemical,Breaker,Denver Julesburg,65.01026462,65.01026462,0.0
2/1/2019,Chemical,Breaker,Denver Julesburg,62.00821169,62.00821169,0.0
3/1/2019,Chemical,Breaker,Denver Julesburg,59.60656935,59.60656935,0.0
4/1/2019,Chemical,Breaker,Denver Julesburg,57.68525548,57.68525548,0.0
5/1/2019,Chemical,Breaker,Denver Julesburg,56.14820439,56.14820439,0.0
6/1/2019,Chemical,Breaker,Denver Julesburg,54.14933274,54.14933274,0.0
7/1/2019,Chemical,Breaker,Denver Julesburg,50.93485081,50.93485081,0.0
8/1/2019,Chemical,Breaker,Denver Julesburg,48.36326526,48.36326526,0.0
9/1/2019,Chemical,Breaker,Denver Julesburg,46.30599682,46.30599682,0.0
10/1/2019,Chemical,Breaker,Denver Julesburg,44.66018207,44.66018207,0.0
11/1/2019,Chemical,Breaker,Denver Julesburg,43.34353028,43.34353028,0.0
12/1/2019,Chemical,Breaker,Denver Julesburg,42.29020884,42.29020884,0.0
1/1/2020,Chemical,Breaker,Denver Julesburg,41.52447476,41.52447476,0.0
2/1/2020,Chemical,Breaker,Denver Julesburg,41.68111827,41.68111827,0.0
3/1/2020,Chemical,Breaker,Denver Julesburg,43.72951,43.72951,0.0
4/1/2020,Chemical,Breaker,Denver Julesburg,42.59899262,42.59899262,0.0
5/1/2020,Chemical,Breaker,Denver Julesburg,41.3868864,41.3868864,0.0
6/1/2020,Chemical,Breaker,Denver Julesburg,41.54540656,41.54540656,0.0
7/1/2020,Chemical,Breaker,Denver Julesburg,41.02265003,41.02265003,0.0
8/1/2020,Chemical,Breaker,Denver Julesburg,40.66142487,40.66142487,0.0
9/1/2020,Chemical,Breaker,Denver Julesburg,39.8368322,39.8368322,0.0
10/1/2020,Chemical,Breaker,Denver Julesburg,39.17715807,39.17715807,0.0
11/1/2020,Chemical,Breaker,Denver Julesburg,40.26480338,40.26480338,0.0
12/1/2020,Chemical,Breaker,Denver Julesburg,41.13491963,41.13491963,0.0
1/1/2021,Chemical,Breaker,Denver Julesburg,43.36947416,41.29255109,-5.029776594507809
2/1/2021,Chemical,Breaker,Denver Julesburg,44.13147677,41.77763061,-5.634226081353147
3/1/2021,Chemical,Breaker,Denver Julesburg,44.91201902,42.10586517,-6.66452010585774
4/1/2021,Chemical,Breaker,Denver Julesburg,45.77576906,42.28868074,-8.245914176040113
5/1/2021,Chemical,Breaker,Denver Julesburg,45.08215371,42.5080576,-6.055548654380291
6/1/2021,Chemical,Breaker,Denver Julesburg,43.75803066,42.30086784,-3.444758687957927
1/1/2018,Chemical,Chemical Price Index,Denver Julesburg,100.0,100.0,0.0
2/1/2018,Chemical,Chemical Price Index,Denver Julesburg,100.2097683,100.2097683,0.0
3/1/2018,Chemical,Chemical Price Index,Denver Julesburg,99.19484141,99.19484142,1.0081177397612968e-08
4/1/2018,Chemical,Chemical Price Index,Denver Julesburg,101.0925781,101.0925781,0.0
5/1/2018,Chemical,Chemical Price Index,Denver Julesburg,103.644246,103.6442459,-9.648388407366702e-08
6/1/2018,Chemical,Chemical Price Index,Denver Julesburg,106.879689,106.8796889,-9.356314103491218e-08
7/1/2018,Chemical,Chemical Price Index,Denver Julesburg,105.8564429,105.8564429,0.0
8/1/2018,Chemical,Chemical Price Index,Denver Julesburg,107.9485181,107.9485181,0.0
9/1/2018,Chemical,Chemical Price Index,Denver Julesburg,110.373416,110.373416,0.0
10/1/2018,Chemical,Chemical Price Index,Denver Julesburg,107.0207104,107.0207104,0.0
11/1/2018,Chemical,Chemical Price Index,Denver Julesburg,107.5254162,107.5254162,0.0
12/1/2018,Chemical,Chemical Price Index,Denver Julesburg,105.8832314,105.8832314,0.0
1/1/2019,Chemical,Chemical Price Index,Denver Julesburg,102.8379542,102.8379542,0.0
2/1/2019,Chemical,Chemical Price Index,Denver Julesburg,103.8376773,103.8376773,0.0
3/1/2019,Chemical,Chemical Price Index,Denver Julesburg,102.533163,102.5331629,-9.752942896296541e-08
4/1/2019,Chemical,Chemical Price Index,Denver Julesburg,104.7523013,104.7523013,0.0
5/1/2019,Chemical,Chemical Price Index,Denver Julesburg,107.1880958,107.1880957,-9.32939366168648e-08
6/1/2019,Chemical,Chemical Price Index,Denver Julesburg,107.1321335,107.1321335,0.0
7/1/2019,Chemical,Chemical Price Index,Denver Julesburg,107.7135894,107.7135893,-9.283880420651539e-08
8/1/2019,Chemical,Chemical Price Index,Denver Julesburg,112.0738712,112.0738711,-8.922685821564557e-08
9/1/2019,Chemical,Chemical Price Index,Denver Julesburg,111.2396488,111.2396487,-8.989599952160077e-08
10/1/2019,Chemical,Chemical Price Index,Denver Julesburg,110.2917177,110.2917176,-9.066864715690772e-08
11/1/2019,Chemical,Chemical Price Index,Denver Julesburg,109.6161577,109.6161576,-9.122743440702131e-08
12/1/2019,Chemical,Chemical Price Index,Denver Julesburg,107.870176,107.8701759,-9.270402428553227e-08
1/1/2020,Chemical,Chemical Price Index,Denver Julesburg,104.2127025,104.2127024,-9.595760014955442e-08
2/1/2020,Chemical,Chemical Price Index,Denver Julesburg,102.4165156,102.4165155,-9.764049633497088e-08
3/1/2020,Chemical,Chemical Price Index,Denver Julesburg,102.3702424,102.3702423,-9.768463160429814e-08
4/1/2020,Chemical,Chemical Price Index,Denver Julesburg,102.822853,102.8228529,-9.72546386749617e-08
5/1/2020,Chemical,Chemical Price Index,Denver Julesburg,104.3117663,104.3117662,-9.586647021420782e-08
6/1/2020,Chemical,Chemical Price Index,Denver Julesburg,104.0760753,104.0760752,-9.60835560632117e-08
7/1/2020,Chemical,Chemical Price Index,Denver Julesburg,99.41373093,99.41373086,-7.041280724588894e-08
8/1/2020,Chemical,Chemical Price Index,Denver Julesburg,97.07088872,97.07088866,-6.181050342969248e-08
9/1/2020,Chemical,Chemical Price Index,Denver Julesburg,93.51715425,93.51715419,-6.41593571619165e-08
10/1/2020,Chemical,Chemical Price Index,Denver Julesburg,95.05370018,95.04253599,-0.011746519475424141
11/1/2020,Chemical,Chemical Price Index,Denver Julesburg,94.78785913,94.77892777,-0.009423360455901246
12/1/2020,Chemical,Chemical Price Index,Denver Julesburg,93.78984066,93.74524338,-0.047572845716783656
1/1/2021,Chemical,Chemical Price Index,Denver Julesburg,93.34776935,92.64802383,-0.7552730118496186
2/1/2021,Chemical,Chemical Price Index,Denver Julesburg,91.58024085,92.67469208,1.1809602011466476
3/1/2021,Chemical,Chemical Price Index,Denver Julesburg,91.51143194,93.37287394,1.9935575734727256
4/1/2021,Chemical,Chemical Price Index,Denver Julesburg,89.79590405,93.93436844,4.405697785303591
5/1/2021,Chemical,Chemical Price Index,Denver Julesburg,86.54995794,94.72333243,8.628681318871545
6/1/2021,Chemical,Chemical Price Index,Denver Julesburg,84.05670299,94.0101916,10.587669741543207
1/1/2018,Chemical,Biocide,Gulf Coast,100.0,100.0,0.0
2/1/2018,Chemical,Biocide,Gulf Coast,100.1983533,100.1983533,0.0
3/1/2018,Chemical,Biocide,Gulf Coast,99.18937126,99.18937126,0.0
4/1/2018,Chemical,Biocide,Gulf Coast,100.1224551,100.1224551,0.0
5/1/2018,Chemical,Biocide,Gulf Coast,99.12865269,99.12865269,0.0
6/1/2018,Chemical,Biocide,Gulf Coast,102.4316647,102.4316647,0.0
7/1/2018,Chemical,Biocide,Gulf Coast,104.1197329,104.1197329,0.0
8/1/2018,Chemical,Biocide,Gulf Coast,105.4701875,105.4701875,0.0
9/1/2018,Chemical,Biocide,Gulf Coast,106.5505512,106.5505512,0.0
10/1/2018,Chemical,Biocide,Gulf Coast,107.4148422,107.4148422,0.0
11/1/2018,Chemical,Biocide,Gulf Coast,104.9625624,104.9625624,0.0
12/1/2018,Chemical,Biocide,Gulf Coast,103.0007385,103.0007385,0.0
1/1/2019,Chemical,Biocide,Gulf Coast,101.4312794,101.4312794,0.0
2/1/2019,Chemical,Biocide,Gulf Coast,102.0843948,102.0843948,0.0
3/1/2019,Chemical,Biocide,Gulf Coast,102.6068871,102.6068871,0.0
4/1/2019,Chemical,Biocide,Gulf Coast,101.1161983,101.1161983,0.0
5/1/2019,Chemical,Biocide,Gulf Coast,101.8323299,101.8323299,0.0
6/1/2019,Chemical,Biocide,Gulf Coast,103.9209537,103.9209537,0.0
7/1/2019,Chemical,Biocide,Gulf Coast,105.5918528,105.5918528,0.0
8/1/2019,Chemical,Biocide,Gulf Coast,107.2317158,107.2317158,0.0
9/1/2019,Chemical,Biocide,Gulf Coast,104.7599235,104.7599235,0.0
10/1/2019,Chemical,Biocide,Gulf Coast,102.7824897,102.7824897,0.0
11/1/2019,Chemical,Biocide,Gulf Coast,101.2005427,101.2005427,0.0
12/1/2019,Chemical,Biocide,Gulf Coast,99.93498504,99.93498504,0.0
1/1/2020,Chemical,Biocide,Gulf Coast,98.92253893,98.92253893,0.0
2/1/2020,Chemical,Biocide,Gulf Coast,98.11258204,98.11258204,0.0
3/1/2020,Chemical,Biocide,Gulf Coast,94.20862851,94.20862851,0.0
4/1/2020,Chemical,Biocide,Gulf Coast,89.62588484,89.62588484,0.0
5/1/2020,Chemical,Biocide,Gulf Coast,84.05100727,84.05100727,0.0
6/1/2020,Chemical,Biocide,Gulf Coast,78.38975792,78.38975792,0.0
7/1/2020,Chemical,Biocide,Gulf Coast,73.86075843,73.86075843,0.0
8/1/2020,Chemical,Biocide,Gulf Coast,72.19115165,72.19115165,0.0
9/1/2020,Chemical,Biocide,Gulf Coast,70.10322072,70.10322072,0.0
10/1/2020,Chemical,Biocide,Gulf Coast,67.87149873,67.87149873,0.0
11/1/2020,Chemical,Biocide,Gulf Coast,66.64749839,66.64749839,0.0
12/1/2020,Chemical,Biocide,Gulf Coast,67.35242985,67.35242985,0.0
1/1/2021,Chemical,Biocide,Gulf Coast,68.47775226,69.03912951,0.8131290964766287
2/1/2021,Chemical,Biocide,Gulf Coast,69.93938744,69.26573474,-0.972562700054606
3/1/2021,Chemical,Biocide,Gulf Coast,71.67007282,71.13115067,-0.7576457640903854
4/1/2021,Chemical,Biocide,Gulf Coast,74.66016006,72.62348341,-2.8044326082540216
5/1/2021,Chemical,Biocide,Gulf Coast,77.05222984,73.25597236,-5.182181544658421
1/1/2018,Chemical,Friction Reducer,Gulf Coast,100.0,100.0,0.0
2/1/2018,Chemical,Friction Reducer,Gulf Coast,101.0583212,101.0583212,0.0
3/1/2018,Chemical,Friction Reducer,Gulf Coast,100.46875,100.46875,0.0
4/1/2018,Chemical,Friction Reducer,Gulf Coast,99.69458576,99.69458576,0.0
5/1/2018,Chemical,Friction Reducer,Gulf Coast,103.9889535,103.9889535,0.0
6/1/2018,Chemical,Friction Reducer,Gulf Coast,106.1980669,106.1980669,0.0
7/1/2018,Chemical,Friction Reducer,Gulf Coast,107.8427195,107.8427195,0.0
8/1/2018,Chemical,Friction Reducer,Gulf Coast,109.2810797,109.2810797,0.0
9/1/2018,Chemical,Friction Reducer,Gulf Coast,111.3883448,111.3883448,0.0
10/1/2018,Chemical,Friction Reducer,Gulf Coast,113.074157,113.074157,0.0
11/1/2018,Chemical,Friction Reducer,Gulf Coast,114.4228067,114.4228067,0.0
12/1/2018,Chemical,Friction Reducer,Gulf Coast,115.5017264,115.5017264,0.0
1/1/2019,Chemical,Friction Reducer,Gulf Coast,118.1553782,118.1553782,0.0
2/1/2019,Chemical,Friction Reducer,Gulf Coast,123.9574421,123.9574421,0.0
3/1/2019,Chemical,Friction Reducer,Gulf Coast,133.5046165,133.5046165,0.0
4/1/2019,Chemical,Friction Reducer,Gulf Coast,147.7402848,147.7402848,0.0
5/1/2019,Chemical,Friction Reducer,Gulf Coast,159.2514575,159.2514575,0.0
6/1/2019,Chemical,Friction Reducer,Gulf Coast,163.2360134,163.2360134,0.0
7/1/2019,Chemical,Friction Reducer,Gulf Coast,172.2857584,172.2857584,0.0
8/1/2019,Chemical,Friction Reducer,Gulf Coast,173.1729017,173.1729017,0.0
9/1/2019,Chemical,Friction Reducer,Gulf Coast,180.2352691,180.2352691,0.0
10/1/2019,Chemical,Friction Reducer,Gulf Coast,188.3379246,188.3379246,0.0
11/1/2019,Chemical,Friction Reducer,Gulf Coast,192.3672873,192.3672873,0.0
12/1/2019,Chemical,Friction Reducer,Gulf Coast,195.5907775,195.5907775,0.0
1/1/2020,Chemical,Friction Reducer,Gulf Coast,197.188465,197.188465,0.0
2/1/2020,Chemical,Friction Reducer,Gulf Coast,199.4477197,199.4477197,0.0
3/1/2020,Chemical,Friction Reducer,Gulf Coast,201.2551234,201.2551234,0.0
4/1/2020,Chemical,Friction Reducer,Gulf Coast,206.3801889,206.3801889,0.0
5/1/2020,Chemical,Friction Reducer,Gulf Coast,210.4802412,210.4802412,0.0
6/1/2020,Chemical,Friction Reducer,Gulf Coast,212.5339023,212.5339023,0.0
7/1/2020,Chemical,Friction Reducer,Gulf Coast,209.2713079,209.2713079,0.0
8/1/2020,Chemical,Friction Reducer,Gulf Coast,207.8876132,207.8876132,0.0
9/1/2020,Chemical,Friction Reducer,Gulf Coast,201.8751341,201.8751341,0.0
10/1/2020,Chemical,Friction Reducer,Gulf Coast,195.8387701,195.8387701,0.0
11/1/2020,Chemical,Friction Reducer,Gulf Coast,195.9152021,195.9152021,0.0
12/1/2020,Chemical,Friction Reducer,Gulf Coast,197.2027286,197.2027286,0.0
1/1/2021,Chemical,Friction Reducer,Gulf Coast,198.2327497,201.9118921,1.8221524060493857
2/1/2021,Chemical,Friction Reducer,Gulf Coast,199.0567666,200.7736998,0.855158420505433
3/1/2021,Chemical,Friction Reducer,Gulf Coast,199.7159802,201.3348028,0.8040450918006986
4/1/2021,Chemical,Friction Reducer,Gulf Coast,200.3905167,200.0667522,-0.16182823804544672
5/1/2021,Chemical,Friction Reducer,Gulf Coast,203.2357418,199.7063814,-1.7672747236508697
1/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,100.0,100.0,0.0
2/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,100.0,100.0,0.0
3/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,100.0,100.0,0.0
4/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,100.0,100.0,0.0
5/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,100.2408377,100.2408377,0.0
6/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,100.6743455,100.6743455,0.0
7/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,101.5028272,101.5028272,0.0
8/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,102.4588063,102.4588063,0.0
9/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,103.1607623,103.1607623,0.0
10/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,104.999814,104.999814,0.0
11/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,107.5600606,107.5600606,0.0
12/1/2018,Chemical,Corrosion Inhibitor,Gulf Coast,109.6082579,109.6082579,0.0
1/1/2019,Chemical,Corrosion Inhibitor,Gulf Coast,110.1578105,110.1578105,0.0
2/1/2019,Chemical,Corrosion Inhibitor,Gulf Coast,110.5974526,110.5974526,0.0
